iter	RMSE
0	0.1831386571
1	0.1765172701
2	0.1708823039
3	0.1656121185
4	0.1607258585
5	0.155608837
6	0.1510823325
7	0.147267185
8	0.1438672639
9	0.140197593
10	0.1370904211
11	0.1339450165
12	0.131297952
13	0.1290304387
14	0.1264088763
15	0.1246000945
16	0.1223476574
17	0.1204269785
18	0.11878323
19	0.1172142596
20	0.1160166254
21	0.1148034054
22	0.1134404917
23	0.1124175265
24	0.1115129552
25	0.1107072533
26	0.1096181051
27	0.1086546061
28	0.1077931595
29	0.1071466407
30	0.1060802627
31	0.1053814949
32	0.1045437224
33	0.1037356737
34	0.1031873022
35	0.1027635654
36	0.1023650352
37	0.101748117
38	0.1011317884
39	0.1008189868
40	0.1003968522
41	0.09995776132
42	0.09958635653
43	0.0992480371
44	0.09902929391
45	0.09871332219
46	0.0982599134
47	0.09794690645
48	0.09776965571
49	0.0974266385
50	0.09717366686
51	0.09675336006
52	0.09640289402
53	0.09615105918
54	0.09590117493
55	0.095683384
56	0.09555508616
57	0.09535471893
58	0.09520774516
59	0.09485940613
60	0.09454761656
61	0.09433655914
62	0.09410483262
63	0.09395316232
64	0.09377838714
65	0.09363362348
66	0.0935425768
67	0.09345581132
68	0.09329261868
69	0.09317004356
70	0.09303867262
71	0.09282711378
72	0.09267912244
73	0.09253441778
74	0.09244756209
75	0.09235574896
76	0.09213124749
77	0.09192600684
78	0.09179909999
79	0.09156572452
80	0.09149160274
81	0.09137336075
82	0.09127323084
83	0.09111877342
84	0.09097626129
85	0.09079412508
86	0.09068606123
87	0.09053175163
88	0.09038717237
89	0.09014656577
90	0.08992709504
91	0.08975431426
92	0.08956588251
93	0.08944012477
94	0.08930106365
95	0.0892001074
96	0.08908749021
97	0.0889432568
98	0.08879452151
99	0.08868910375
100	0.08859934796
101	0.08853175792
102	0.0884362835
103	0.08835977776
104	0.08819546993
105	0.08811367123
106	0.08807220668
107	0.08797389161
108	0.08791848601
109	0.08784162345
110	0.08772682948
111	0.08760655047
112	0.08744760545
113	0.08728634379
114	0.08720142638
115	0.08713107189
116	0.08698956735
117	0.0868007147
118	0.08672880654
119	0.08664123739
120	0.08653405584
121	0.08647371207
122	0.08639692789
123	0.08637336352
124	0.08625815201
125	0.08611445358
126	0.08602732573
127	0.085953956
128	0.08587687137
129	0.08583659834
130	0.08574155839
131	0.08568653469
132	0.08559973487
133	0.08548575223
134	0.0854094903
135	0.08530869163
136	0.0852416357
137	0.08512778217
138	0.0850728439
139	0.08492879702
140	0.0847613026
141	0.08467169177
142	0.08458642376
143	0.08453196764
144	0.08441558336
145	0.08432788216
146	0.08426256189
147	0.08415507786
148	0.0840318194
149	0.08396312052
150	0.08374919739
151	0.08369852538
152	0.08362639231
153	0.08360598989
154	0.08348994567
155	0.08334571398
156	0.08326013498
157	0.08319080585
158	0.08312717218
159	0.08306296766
160	0.08301997096
161	0.08292748439
162	0.08282841798
163	0.08276364306
164	0.08271390513
165	0.08266869861
166	0.08256042001
167	0.08248111686
168	0.08242098767
169	0.0823019925
170	0.08217132789
171	0.08204984173
172	0.08200377062
173	0.0819447029
174	0.08188103058
175	0.08179995525
176	0.08171806432
177	0.08160410113
178	0.08154527194
179	0.0815067376
180	0.08143104442
181	0.08138594735
182	0.08125601147
183	0.08119999016
184	0.08112670269
185	0.08105187556
